order_date,customer_id,product_category,order_amount,discount_percent,discount_amount,final_price,quantity,shipping_days,delivery_date,order_status,refund_status,customer_rating,payment_method
2023-11-01,CUST_0014,Sports,164.9604197585443,10.0,16.49604197585443,148.46437778268987,1,9.265977983687655,2023-11-10,Completed,No,1.0,CREDIT CARD
2023-07-08,CUST_0008,Home and Garden,1557.6265464449898,,0.0,1557.6265464449898,5,5.471582597376612,2023-07-13,Cancelled,No,1.0,PayPal
2023-08-06,CUST_0011,electronics,149.68342650959346,15.0,22.45251397643902,127.23091253315444,8,4.771439025455997,2023-08-10,Cancelled,No,4.0,Credit Card
2023-09-25,CUST_0012,Electronics,1126.919047573368,0.0,0.0,1126.919047573368,3,6.834934624528104,2023-10-01,Completed,No,4.0,PayPal
2023-12-27,CUST_0002,Home and Garden,72.87464091008246,,0.0,72.87464091008246,7,9.40422546201575,2024-01-05,Completed,No,4.0,Unknown
2023-05-15,CUST_0013,Apparel,1065.8886248419637,15.0,159.88329372629457,906.0053311156692,6,2.6109728958205487,2023-05-17,Completed,No,2.0,Credit Card
2023-04-10,CUST_0022,Electronics,13.964869799829213,5.0,0.6982434899914607,13.266626309837752,8,,,Pending,,1.0,Apple Pay
2023-11-18,CUST_0018,Electronics,77.63614100311307,20.0,15.527228200622613,62.10891280249045,5,4.457835625407011,2023-11-22,Completed,No,2.0,Debit Card
2023-08-25,CUST_0078,clothing,149.30732374124284,10.0,14.930732374124284,134.37659136711855,8,6.198549733947711,2023-08-31,Completed,No,5.0,Unknown
2023-04-11,CUST_0016,clothing,31.876018656033086,,0.0,31.876018656033086,6,3.9376855510361146,2023-04-09,Completed,No,5.0,Apple Pay
2023-08-28,CUST_0088,Home & Garden,284.3964174356902,10.0,28.43964174356902,255.95677569212117,6,21.385632562325657,2023-09-18,Completed,Refunded,,Apple Pay
2023-02-02,CUST_0068,electronics,279.96944064931483,10.0,27.996944064931487,251.97249658438335,5,12.636020759227026,2023-02-14,Completed,No,1.0,CREDIT CARD
2024-01-15,CUST_0001,clothing,95.40324458343466,5.0,4.770162229171733,90.63308235426292,3,7.168768740679519,2024-01-22,Completed,No,5.0,PayPal
2023-12-20,CUST_0001,ELECTRONICS,42.90473458505993,,0.0,42.90473458505993,8,5.079395173324776,2023-12-25,Completed,No,5.0,PayPal
2023-12-07,CUST_0001,electronics,209.52870295076133,,0.0,209.52870295076133,9,7.314067774890387,2023-12-14,Completed,No,4.0,PayPal
2023-01-14,CUST_0002,Books,135.9910349015987,,0.0,135.9910349015987,5,12.104306952219229,2023-01-26,Completed,No,2.0,Debit Card
2024-03-04,CUST_0041,ELECTRONICS,1470.2725425030858,20.0,294.05450850061715,1176.2180340024686,4,8.672865231094233,,Pending,No,5.0,Unknown
2023-11-07,CUST_0019,electronics,107.34141879111932,,0.0,107.34141879111932,1,8.199417240608913,2023-11-15,Completed,No,5.0,Unknown
2024-01-04,CUST_0001,Home & Garden,1065.108454906911,,0.0,1065.108454906911,8,4.752049640273691,2024-01-08,Completed,No,5.0,PayPal
2023-05-18,CUST_0137,Electronics,719.9072325380382,,0.0,719.9072325380382,5,5.38994178099504,2023-05-23,Completed,Refunded,,Credit Card
2023-05-26,CUST_0003,electronics,125.02896456673304,10.0,12.502896456673305,112.52606811005973,3,4.130961610470993,2023-05-30,Completed,No,4.0,Credit card
2024-01-27,CUST_0007,Clothing,1951.9606481597345,15.0,292.7940972239602,1659.1665509357745,5,3.3207287733434567,2024-01-30,Completed,No,1.0,Apple Pay
2023-09-05,CUST_0017,Sports,111.56329154309093,20.0,22.312658308618182,89.25063323447274,8,10.447641267500941,2023-09-15,Completed,Refunded,,Credit Card
2023-10-29,CUST_0018,ELECTRONICS,82.50477027267036,10.0,8.250477027267037,74.25429324540332,4,8.007709506906773,2023-10-21,Completed,No,2.0,CREDIT CARD
2023-07-21,CUST_0007,Clothing,85.6014131884119,10.0,8.56014131884119,77.0412718695707,7,7.150076214870065,2023-07-28,Cancelled,No,5.0,Debit Card
2023-08-19,CUST_0018,Books,119.6164011354538,5.0,5.980820056772689,113.63558107868111,9,2.160373855419084,2023-08-21,Completed,No,4.0,Credit Card
2023-03-13,CUST_0014,ELECTRONICS,148.53731835526602,,0.0,148.53731835526602,1,8.712296581057515,2023-03-21,Completed,No,2.0,Debit Card
2023-01-21,CUST_0015,Electronics,21.364034735937416,15.0,3.2046052103906124,18.159429525546805,7,19.91058816311769,2023-01-15,Cancelled,Refunded,,Apple Pay
2023-05-09,CUST_0118,Clothing,107.60072231773069,5.0,5.380036115886535,102.22068620184415,1,7.385784166483828,2023-05-16,Completed,No,1.0,Debit Card
2023-06-21,CUST_0015,clothing,34.1524792466253,20.0,6.830495849325059,27.321983397300237,6,4.701980771776294,2023-06-25,Completed,No,1.0,Apple Pay
2024-03-10,CUST_0025,Sports,130.82532674415899,5.0,6.541266337207949,124.28406040695104,3,10.456397894097876,2024-03-01,Completed,No,5.0,Debit Card
2023-03-24,CUST_0022,Sports,123.96694020386914,10.0,12.396694020386915,111.57024618348223,9,13.264415792167357,,Pending,No,5.0,Apple Pay
2023-02-22,CUST_0052,Home & Garden,15650.833715693543,10.0,1565.0833715693543,14085.75034412419,3,8.91506919039995,2023-03-02,Completed,No,5.0,PayPal
2023-03-10,CUST_0002,Clothing,206.3788192910647,,0.0,206.3788192910647,2,6.208605056921241,2023-03-07,Completed,No,4.0,Debit Card
2023-01-04,CUST_0068,clothing,298.7910987585175,0.0,0.0,298.7910987585175,91,9.97499457837303,2023-01-13,Completed,No,5.0,Unknown
2024-01-29,CUST_0028,Electronics,103.57905260049927,25.0,25.894763150124817,77.68428945037445,8,2.2714132550814545,2024-01-31,Completed,No,5.0,Credit Card
2024-02-02,CUST_0022,Sports,16.433575188787472,,0.0,16.433575188787472,6,4.688420803121327,2024-02-06,Completed,No,2.0,Apple Pay
2023-08-08,CUST_0003,ELECTRONICS,87.12199823962929,5.0,4.356099911981465,82.76589832764783,5,6.323500261814529,2023-08-14,Completed,No,5.0,Apple Pay
2023-04-17,CUST_0012,electronics,229.52974832994633,25.0,57.38243708248658,172.14731124745975,7,,,Pending,,2.0,Credit card
2023-03-18,CUST_0009,clothing,210.5971751789845,25.0,52.649293794746114,157.94788138423837,8,5.598051071119818,,Pending,No,4.0,Credit Card
2023-12-26,CUST_0005,ELECTRONICS,168.3155733478468,,0.0,168.3155733478468,4,6.172307350928709,2024-01-01,Completed,No,1.0,Unknown
2023-08-14,CUST_0023,clothing,48.817114452183624,5.0,2.4408557226091814,46.376258729574445,5,6.9772649148492345,2023-08-20,Completed,No,4.0,Credit card
2023-01-12,CUST_0023,Sports,82.13000478478351,20.0,16.426000956956702,65.70400382782681,3,5.728168228361806,,Pending,No,5.0,Apple Pay
2023-03-17,CUST_0012,Beauty,290.5983599408718,25.0,72.64958998521794,217.94876995565383,3,6.8148800649358074,,Pending,Refunded,,Credit Card
2024-01-03,CUST_0041,Books,198.9305838387585,10.0,19.89305838387585,179.03752545488265,6,6.379883949904831,2024-01-09,Completed,No,5.0,Unknown
2023-12-23,CUST_0008,Apparel,177.01812682484453,,0.0,177.01812682484453,8,2.4943623147777405,2023-12-25,Cancelled,No,1.0,Credit Card
2023-12-23,CUST_0141,Sports,278.1465657648428,,0.0,278.1465657648428,3,2.6415208929670566,2023-12-25,Completed,No,4.0,Credit card
2023-01-16,CUST_0103,Beauty,79.19308933919865,20.0,15.83861786783973,63.35447147135892,1,4.841784911171237,,Pending,No,4.0,Debit Card
2023-11-18,CUST_0025,Home and Garden,290.9090637524991,25.0,72.72726593812477,218.1817978143743,5,,,Pending,,1.0,Credit card
2024-02-05,CUST_0023,Books,88.57771632938767,15.0,13.286657449408152,75.29105887997952,8,5.704297932139917,,Pending,No,2.0,Credit card
2023-06-10,CUST_0030,Sports,12635.59567530045,10.0,1263.5595675300451,11372.036107770406,82,11.261478090103644,2023-06-21,Completed,No,5.0,PayPal
2023-12-08,CUST_0019,Electronics,649.9773307427951,15.0,97.49659961141926,552.4807311313758,6,4.137030928430347,2023-12-12,Cancelled,No,1.0,Credit Card
2023-05-21,CUST_0004,Apparel,83.36714871687992,10.0,8.336714871687992,75.03043384519194,3,8.69446713974392,2023-05-29,Completed,No,4.0,Credit card
2023-02-09,CUST_0026,Apparel,295.73295469299626,,0.0,295.73295469299626,7,8.363338405099796,,Pending,No,2.0,Apple Pay
2023-08-07,CUST_0002,Beauty,172.94134072169436,,0.0,172.94134072169436,6,10.335528939823561,2023-08-17,Completed,No,2.0,Credit Card
2023-08-26,CUST_0114,Clothing,22.586227156470102,5.0,1.129311357823505,21.456915798646598,8,5.413065171753177,2023-08-31,Completed,No,1.0,Apple Pay
2023-10-07,CUST_0028,Apparel,136.53739116590123,25.0,34.13434779147531,102.40304337442592,1,6.254436344386324,2023-10-13,Completed,No,4.0,Apple Pay
2023-03-30,CUST_0025,Home and Garden,210.93820402066243,,0.0,210.93820402066243,8,9.945164048986838,2023-04-08,Completed,No,4.0,Debit Card
2023-05-23,CUST_0018,Home and Garden,124.41132159635765,,0.0,124.41132159635765,6,6.000674720429117,,Pending,Refunded,,Credit card
2023-10-08,CUST_0019,Clothing,83.56783042321024,,0.0,83.56783042321024,5,1.4741587310994273,,Pending,No,4.0,PayPal
2024-02-14,CUST_0021,Books,34.03848329107272,15.0,5.105772493660909,28.932710797411815,9,5.791338951211597,2024-02-19,Cancelled,No,5.0,Debit Card
2023-11-19,CUST_0024,Beauty,261.4876907309511,,0.0,261.4876907309511,2,10.558721693324156,2023-11-29,Completed,No,4.0,Debit Card
2023-02-02,CUST_0016,Apparel,252.7195235288384,15.0,37.907928529325766,214.81159499951264,1,5.468339811724541,,Pending,No,4.0,Credit Card
2023-05-18,CUST_0016,Electronics,119.5413769911255,,0.0,119.5413769911255,9,8.0297286199592,,Pending,No,2.0,Debit Card
2023-03-24,CUST_0009,Apparel,171.24146120634953,0.0,0.0,171.24146120634953,5,5.704060879079871,2023-03-29,Completed,No,1.0,Debit Card
2023-05-06,CUST_0029,Home & Garden,85.38546022773617,,0.0,85.38546022773617,6,8.89193109115067,2023-05-14,Completed,No,5.0,Credit Card
2023-05-24,CUST_0033,Home and Garden,158.86458892079395,10.0,15.886458892079395,142.97813002871456,2,,,Completed,,1.0,Apple Pay
2023-08-17,CUST_0011,Clothing,40.959259121406475,,0.0,40.959259121406475,9,,,Cancelled,,4.0,Credit card
2023-05-15,CUST_0013,Apparel,222.17784903689565,25.0,55.54446225922391,166.63338677767175,6,3.8997180131267513,2023-05-18,Completed,No,2.0,PayPal
2023-02-03,CUST_0012,Home & Garden,856.2597069387049,0.0,0.0,856.2597069387049,1,7.214461419249979,2023-02-10,Completed,No,5.0,PayPal
2023-04-30,CUST_0018,ELECTRONICS,36.594202704959514,,0.0,36.594202704959514,5,7.426741489135012,,Pending,No,5.0,Debit Card
2023-05-09,CUST_0021,Electronics,207.66796400210902,,0.0,207.66796400210902,5,15.5716453313082,2023-05-24,Completed,Refunded,,CREDIT CARD
2023-04-22,CUST_0006,Home and Garden,76.5244762544354,,0.0,76.5244762544354,2,6.906826914604676,2023-04-28,Completed,Refunded,,Credit card
2023-05-30,CUST_0028,Sports,148.1011020688141,,0.0,148.1011020688141,3,8.70931489285944,,Pending,No,4.0,CREDIT CARD
2024-02-23,CUST_0019,Apparel,132.80657326935437,0.0,0.0,132.80657326935437,5,6.375905584863405,,Pending,No,5.0,Apple Pay
2024-03-03,CUST_0026,ELECTRONICS,247.92378469366773,5.0,12.396189234683385,235.52759545898434,5,7.924261223459081,2024-03-10,Completed,No,4.0,Credit card
2024-01-31,CUST_0046,clothing,246.75186321178808,0.0,0.0,246.75186321178808,9,5.831766544183271,2024-02-05,Completed,No,5.0,Credit Card
2023-10-06,CUST_0095,Electronics,1116.8826748780536,5.0,55.84413374390269,1061.038541134151,6,7.44007009786692,2023-10-13,Completed,No,4.0,PayPal
2023-01-26,CUST_0007,Apparel,176.27644208486066,,0.0,176.27644208486066,8,,,Completed,,5.0,Credit card
2023-08-15,CUST_0003,Home & Garden,111.01761529142723,,0.0,111.01761529142723,7,11.403702382321416,2023-08-26,Completed,No,2.0,Unknown
2023-10-07,CUST_0025,ELECTRONICS,154.46790412730894,0.0,0.0,154.46790412730894,7,4.169241483869418,2023-10-11,Cancelled,No,5.0,Apple Pay
2023-03-10,CUST_0023,Home and Garden,242.2752954578959,0.0,0.0,242.2752954578959,6,9.576410800740263,2023-03-19,Completed,No,4.0,Unknown
2023-01-29,CUST_0009,ELECTRONICS,168.91184614194532,,0.0,168.91184614194532,8,10.208933567099441,2023-02-08,Completed,No,5.0,CREDIT CARD
2024-02-05,CUST_0024,Home and Garden,224.88241966409382,,0.0,224.88241966409382,9,1.6035734208030377,2024-02-06,Completed,No,2.0,CREDIT CARD
2023-08-10,CUST_0022,Sports,91.13141707899426,0.0,0.0,91.13141707899426,8,4.592317351894683,2023-08-14,Completed,No,4.0,PayPal
2023-03-05,CUST_0022,Electronics,32.09811008375731,,0.0,32.09811008375731,4,6.673886856602383,2023-03-11,Completed,No,5.0,CREDIT CARD
2023-09-26,CUST_0020,clothing,19.371625821798634,,0.0,19.371625821798634,4,10.919256464435456,,Pending,Refunded,,PayPal
2023-01-10,CUST_0015,Books,191.52250432945613,,0.0,191.52250432945613,9,9.872759466596786,2023-01-19,Completed,No,5.0,CREDIT CARD
2024-01-01,CUST_0003,Electronics,184.7078685113245,25.0,46.176967127831134,138.53090138349336,4,9.8979512311724,2024-01-10,Completed,No,2.0,Credit card
2023-12-23,CUST_0013,Sports,1292.5551819458137,5.0,64.62775909729069,1227.927422848523,1,,,Completed,,4.0,CREDIT CARD
2023-01-23,CUST_0017,clothing,129.24994905293403,10.0,12.924994905293401,116.32495414764063,4,6.232886223979152,2023-01-29,Completed,No,5.0,Unknown
2023-01-18,CUST_0029,ELECTRONICS,250.45762400488917,25.0,62.6144060012223,187.84321800366686,1,7.53423769142349,2023-01-25,Cancelled,No,5.0,CREDIT CARD
2023-06-15,CUST_0001,Home and Garden,283.7285653226196,10.0,28.37285653226196,255.35570879035765,3,8.609647751329254,2023-06-23,Completed,No,5.0,Apple Pay
2024-02-12,CUST_0014,clothing,22003.27471741039,5.0,1100.1637358705195,20903.11098153987,6,10.973321441505519,2024-02-22,Completed,Refunded,,Unknown
2023-04-17,CUST_0003,Electronics,178.53716014243963,,0.0,178.53716014243963,3,8.317314370566748,2023-04-25,Cancelled,No,2.0,CREDIT CARD
2023-12-07,CUST_0004,Sports,1993.8968630454938,0.0,0.0,1993.8968630454938,2,11.329379606487088,2023-12-18,Cancelled,Refunded,,Debit Card
2023-07-08,CUST_0028,Electronics,58.202475253683346,,0.0,58.202475253683346,-3,4.483210680545545,,Pending,No,4.0,Apple Pay
2023-05-04,CUST_0018,clothing,71.6910895570264,10.0,7.169108955702641,64.52198060132376,1,3.8650190604333,2023-05-07,Completed,No,4.0,CREDIT CARD
2023-04-25,CUST_0146,clothing,224.5735405297386,15.0,33.68603107946079,190.88750945027783,6,10.385828958379093,2023-05-05,Completed,No,4.0,Apple Pay
2023-02-22,CUST_0016,Clothing,275.42375908404085,0.0,0.0,275.42375908404085,7,4.851589777309309,2023-02-26,Completed,Refunded,,Apple Pay
2023-09-19,CUST_0026,ELECTRONICS,281.6279640381551,5.0,14.081398201907755,267.54656583624734,9,1.917522796021109,2023-09-20,Cancelled,No,4.0,Credit Card
2023-02-23,CUST_0015,Home and Garden,1800.674910814583,20.0,360.1349821629166,1440.5399286516663,6,10.115057998026987,2023-03-05,Completed,Refunded,,Credit card
2023-04-11,CUST_0004,electronics,207.5014338581036,20.0,41.50028677162072,166.0011470864829,6,9.088444829647294,2023-04-20,Cancelled,No,4.0,Credit Card
2023-02-20,CUST_0015,Electronics,1635.6218030636837,,0.0,1635.6218030636837,9,4.263484728393369,2023-02-24,Completed,No,5.0,Debit Card
2023-02-18,CUST_0061,Beauty,211.6692257009278,0.0,0.0,211.6692257009278,6,5.572311071229912,2023-02-23,Completed,No,4.0,Unknown
2023-04-15,CUST_0017,Books,44449.76686666067,,0.0,44449.76686666067,5,6.5438178928343484,2023-04-21,Cancelled,No,4.0,Credit card
2023-12-13,CUST_0012,Home and Garden,153.8508617450878,10.0,15.385086174508778,138.465775570579,4,4.058919097713099,2023-12-17,Completed,No,5.0,Credit Card
2023-06-11,CUST_0028,clothing,108.78112514462961,25.0,27.1952812861574,81.58584385847222,119,5.251592039161174,,Pending,No,2.0,Debit Card
2023-08-04,CUST_0015,Sports,282.75422986926117,25.0,70.68855746731529,212.06567240194587,2,6.475910064922652,2023-08-10,Completed,No,4.0,PayPal
2023-10-19,CUST_0005,Sports,82.91830745842155,0.0,0.0,82.91830745842155,5,3.2496506373235983,2023-10-22,Completed,No,4.0,Unknown
2023-10-02,CUST_0029,Sports,74.54716109559885,0.0,0.0,74.54716109559885,7,2.3755831824281985,2023-10-04,Completed,No,2.0,Credit Card
2023-07-14,CUST_0011,Apparel,178.35776357973384,0.0,0.0,178.35776357973384,4,12.161582049810644,,Pending,No,4.0,Credit card
2023-10-26,CUST_0142,Apparel,28.41843058110039,15.0,4.262764587165059,24.155665993935333,4,4.61680964127679,2023-10-30,Completed,No,4.0,Debit Card
2023-08-18,CUST_0030,clothing,1301.4912102958451,0.0,0.0,1301.4912102958451,2,6.895514656018155,2023-08-24,Cancelled,No,4.0,CREDIT CARD
2023-12-06,CUST_0008,ELECTRONICS,215.37254671912794,5.0,10.768627335956396,204.60391938317156,6,6.678478991655581,2023-12-12,Cancelled,No,4.0,Credit Card
2023-10-24,CUST_0019,electronics,276.5612000323123,15.0,51.333925205718124,225.22727482659417,4,16.004508334188372,2023-11-09,Completed,Refunded,,Credit card
2024-02-06,CUST_0007,electronics,207.1549861710713,,0.0,207.1549861710713,8,4.926132222379129,,Pending,No,5.0,CREDIT CARD
2024-02-29,CUST_0017,Electronics,122.59783135706293,0.0,0.0,122.59783135706293,6,19.032002655334882,,Pending,Refunded,,Unknown
2023-09-22,CUST_0024,Electronics,1454.6053961690168,,0.0,1454.6053961690168,4,5.565540899988164,2023-09-27,Completed,Refunded,,Apple Pay
2023-04-20,CUST_0147,ELECTRONICS,232.4865074014858,,0.0,232.4865074014858,9,11.795913654083485,2023-05-01,Completed,No,5.0,Debit Card
2024-01-30,CUST_0008,clothing,287.9770340961275,20.0,57.5954068192255,230.381627276902,117,3.5976513272535744,2024-02-02,Cancelled,No,4.0,Credit card
2023-05-29,CUST_0010,ELECTRONICS,1938.0536111117692,25.0,484.5134027779423,1453.540208333827,4,5.087150912509597,2023-06-03,Completed,No,1.0,PayPal
2024-01-22,CUST_0004,Home & Garden,79.91460137559324,,0.0,79.91460137559324,7,4.9757685618717815,,Pending,No,5.0,Credit card
2023-11-18,CUST_0030,Home and Garden,169.9604830377803,5.0,8.498024151889014,161.4624588858913,4,4.955558219547805,2023-11-22,Completed,No,4.0,Apple Pay
2023-11-17,CUST_0061,Home and Garden,99.25539953360433,15.0,14.88830993004065,84.36708960356368,5,19.855095028191894,2023-12-06,Completed,Refunded,,CREDIT CARD
2023-03-23,CUST_0008,Clothing,122.98924500356901,0.0,0.0,122.98924500356901,3,6.126097941276873,2023-03-29,Completed,No,4.0,Credit Card
2024-01-16,CUST_0062,Beauty,133.56652776361292,,0.0,133.56652776361292,6,3.5947856419830106,2024-01-19,Completed,No,5.0,Unknown
2024-03-01,CUST_0006,Home & Garden,1352.7804256249374,15.0,202.9170638437406,1149.8633617811968,4,6.536953322984833,2024-03-07,Cancelled,No,2.0,Credit Card
2024-01-17,CUST_0020,Home and Garden,47.26510243783395,20.0,9.453020487566791,37.812081950267164,8,5.733801515260424,2024-01-22,Completed,No,2.0,Credit Card
2023-05-08,CUST_0015,Apparel,23010.03017924112,,0.0,23010.03017924112,7,6.268663428507214,2023-05-14,Completed,Refunded,,Credit card
2023-11-11,CUST_0103,Sports,1861.5405595228194,10.0,186.15405595228194,1675.3865035705376,3,12.094786947364277,2023-11-23,Cancelled,No,4.0,Apple Pay
2023-01-29,CUST_0016,Sports,268.6501035452652,10.0,26.86501035452652,241.78509319073868,1,6.089674593965013,2023-02-04,Completed,No,1.0,Unknown
2023-12-07,CUST_0004,Sports,1993.8968630454938,0.0,0.0,1993.8968630454938,2,11.329379606487088,2023-12-18,Cancelled,Refunded,,Debit Card
2023-04-24,CUST_0029,Sports,69.46314526689221,0.0,0.0,69.46314526689221,1,5.972749710715647,2023-04-29,Completed,No,4.0,Unknown
2023-07-28,CUST_0139,Apparel,265.30439090514085,5.0,13.265219545257041,252.0391713598838,2,11.724760404211425,2023-08-08,Completed,No,5.0,Credit card
2023-09-23,CUST_0007,Clothing,41504.187953120134,20.0,8300.837590624027,33203.35036249611,1,7.422195128827835,2023-09-30,Completed,No,4.0,Unknown
2023-04-04,CUST_0011,electronics,69.93846436425616,,0.0,69.93846436425616,4,6.70021680258183,2023-04-10,Completed,No,4.0,CREDIT CARD
2023-05-24,CUST_0013,Electronics,152.97744075382343,5.0,7.648872037691172,145.32856871613225,1,6.322396922699545,,Pending,No,1.0,PayPal
2023-10-12,CUST_0009,Clothing,31.85412750221407,,0.0,31.85412750221407,5,11.222148096422,2023-10-09,Completed,Refunded,,Debit Card
2023-04-08,CUST_0143,Apparel,223.75920469447559,,0.0,223.75920469447559,4,8.617617730511983,2023-04-16,Completed,No,2.0,Debit Card
2023-08-20,CUST_0028,ELECTRONICS,21.299308369967754,5.0,1.0649654184983877,20.234342951469365,5,4.999822314454932,2023-08-24,Completed,No,5.0,Unknown
2023-01-03,CUST_0130,Sports,1605.5533351865133,10.0,160.55533351865134,1444.998001667862,2,6.779389013333601,2023-01-09,Completed,No,5.0,Credit Card
2024-02-18,CUST_0012,clothing,274.8180681547164,0.0,0.0,274.8180681547164,6,9.185224679169757,2024-02-27,Completed,Refunded,,Unknown
2024-02-20,CUST_0002,Home & Garden,26.780530349735145,25.0,6.695132587433786,20.08539776230136,-1,,,Completed,,5.0,PayPal
2023-01-08,CUST_0010,Books,555.2328014539871,20.0,111.04656029079743,444.1862411631897,4,5.643033780585458,2023-01-13,Completed,No,4.0,Credit Card
2023-12-27,CUST_0027,Apparel,89.67222113751355,25.0,22.418055284378386,67.25416585313516,5,6.629157170299488,2023-12-22,Completed,No,5.0,Unknown
2023-06-07,CUST_0004,Clothing,170.57388518028222,,0.0,170.57388518028222,3,,,Completed,,4.0,CREDIT CARD
2023-09-21,CUST_0036,Apparel,255.67151178772104,5.0,12.783575589386054,242.88793619833498,3,5.63946921267565,,Pending,No,4.0,Credit Card
2023-11-30,CUST_0105,electronics,225.8213805135564,0.0,0.0,225.8213805135564,-3,12.275361910522678,2023-12-12,Completed,No,4.0,CREDIT CARD
2024-03-03,CUST_0138,ELECTRONICS,96.31420060770016,,0.0,96.31420060770016,5,3.040173565969134,2024-03-06,Completed,No,5.0,Credit Card
2023-12-10,CUST_0030,Home and Garden,35.63838477603751,5.0,1.7819192388018756,33.856465537235636,9,4.479717460514141,2023-12-14,Completed,No,4.0,Credit card
2023-09-18,CUST_0004,clothing,1353.6222037486214,10.0,135.36222037486215,1218.2599833737593,8,5.562905647470729,2023-09-23,Completed,No,1.0,Debit Card
2023-01-20,CUST_0109,Home and Garden,149.9310753963663,,0.0,149.9310753963663,1,4.2171788073463015,,Pending,No,4.0,Credit Card
2023-08-30,CUST_0005,ELECTRONICS,154.00274529809252,5.0,5.006390551677109,148.99635474641542,8,3.738650943969117,2023-09-02,Completed,Refunded,,Unknown
2024-01-27,CUST_0109,Beauty,1794.7077829835057,20.0,358.9415565967011,1435.7662263868046,9,10.359453750600723,2024-02-06,Completed,No,4.0,Unknown
2023-03-03,CUST_0018,Clothing,1078.0949314483476,5.0,53.90474657241738,1024.19018487593,6,18.856046728559956,2023-03-21,Completed,Refunded,,Debit Card
2023-03-28,CUST_0006,clothing,206.26327228304797,,0.0,206.26327228304797,69,,,Completed,,1.0,Unknown
2023-06-12,CUST_0003,clothing,57.801935729730275,20.0,11.560387145946056,46.24154858378422,8,3.792719372577251,2023-06-15,Completed,No,5.0,CREDIT CARD
2023-06-04,CUST_0020,Electronics,251.09773211812535,20.0,50.21954642362507,200.87818569450027,8,3.364930599369826,2023-06-07,Cancelled,No,2.0,Unknown
2023-08-14,CUST_0117,Home & Garden,212.1082662005063,,0.0,212.1082662005063,4,6.022451497510495,2023-08-20,Cancelled,No,2.0,CREDIT CARD
